S319    ,0.006,0.135,0.858,0.007,0.501,0.492,0.004,0.129,0.867,0.002,0.064,0.933,0.015,0.102,0.883,0,0.001,0.999,0.019,0.402,0.579,0,0.025,0.975
S323    ,0.612,0.341,0.047,0.998,0.002,0,0.373,0.491,0.135,0.675,0.298,0.028,0.428,0.406,0.167,0.966,0.034,0,0.999,0.001,0,0.836,0.158,0.006
S324    ,0.02,0.238,0.741,0.254,0.714,0.032,0,0.029,0.971,0.003,0.079,0.917,0.002,0.059,0.938,0,0.001,0.999,0.436,0.523,0.041,0,0.01,0.99
S326    ,0.122,0.331,0.547,0.923,0.075,0.002,0.136,0.438,0.426,0.035,0.255,0.71,0.117,0.3,0.583,0.042,0.692,0.266,0.878,0.113,0.009,0.055,0.236,0.71
S327    ,0.008,0.152,0.839,0.031,0.735,0.234,0,0.04,0.96,0.001,0.036,0.963,0.015,0.142,0.842,0,0,1,0.072,0.6,0.328,0,0.01,0.99
S329    ,0.029,0.262,0.708,0.012,0.56,0.428,0.007,0.169,0.823,0.009,0.119,0.872,0.025,0.169,0.806,0,0.007,0.993,0.438,0.521,0.041,0.009,0.152,0.839
S330    ,0.509,0.408,0.082,0.87,0.13,0,0.039,0.304,0.656,0.006,0.098,0.896,0.007,0.09,0.902,0.004,0.241,0.755,0.112,0.418,0.47,0.007,0.122,0.871
S332    ,0.099,0.434,0.467,0.978,0.022,0,0.394,0.459,0.148,0.048,0.291,0.661,0.019,0.185,0.796,0.041,0.602,0.357,0.282,0.431,0.288,0.001,0.048,0.951
S333    ,0.843,0.15,0.007,0.996,0.004,0,0.417,0.458,0.125,0.349,0.47,0.181,0.142,0.359,0.5,0.463,0.534,0.003,0.998,0.002,0,0.005,0.128,0.867
S335    ,0.269,0.497,0.234,0.965,0.035,0,0.004,0.125,0.871,0.208,0.478,0.314,0.454,0.369,0.177,0.375,0.619,0.006,0.988,0.012,0,0.02,0.236,0.745
S336    ,0,0.027,0.972,0,0.112,0.887,0,0.036,0.964,0,0.007,0.993,0.001,0.035,0.965,0,0,1,0.018,0.402,0.579,0,0.01,0.99
S338    ,0.016,0.209,0.775,0.414,0.573,0.013,0,0.013,0.987,0.003,0.077,0.919,0.006,0.082,0.912,0,0.022,0.978,0.026,0.404,0.57,0.002,0.068,0.93
