"SubjID","AltID","P.sgp..H","P.sgp..M","P.sgp..L","EAP.sgp","MAP.sgp","P.cr..H","P.cr..M","P.cr..L","EAP.cr","MAP.cr","P.dt..H","P.dt..M","P.dt..L","EAP.dt","MAP.dt","P.eg..H","P.eg..M","P.eg..L","EAP.eg","MAP.eg","P.exp..H","P.exp..M","P.exp..L","EAP.exp","MAP.exp","P.ext..H","P.ext..M","P.ext..L","EAP.ext","MAP.ext","P.mod..H","P.mod..M","P.mod..L","EAP.mod","MAP.mod","P.rr..H","P.rr..M","P.rr..L","EAP.rr","MAP.rr","P.tab..H","P.tab..M","P.tab..L","EAP.tab","MAP.tab","P.vr..H","P.vr..M","P.vr..L","EAP.vr","MAP.vr","P.pic..H","P.pic..M","P.pic..L","EAP.pic","MAP.pic"
"S124","s04-06",0.025,0.514,0.462,0.563,"M",0.912,0.086,0.002,1.91,"H",0.165,0.272,0.563,0.602,"L",0.037,0.215,0.748,0.289,"L",0.001,0.017,0.982,0.018,"L",0.922,0.077,0.001,1.921,"H",0.011,0.118,0.871,0.14,"L",0.102,0.442,0.456,0.646,"L",0.033,0.215,0.752,0.281,"L",0.08,0.281,0.639,0.441,"L",0.02,0.173,0.808,0.212,"L"
"S127","s04-07",0.034,0.526,0.44,0.594,"M",0.821,0.169,0.01,1.811,"H",0.169,0.274,0.558,0.611,"L",0.009,0.115,0.876,0.133,"L",0.001,0.026,0.972,0.0289999999999999,"L",0.904,0.095,0.001,1.903,"H",0.079,0.258,0.663,0.416,"L",0.576,0.369,0.055,1.52,"H",0.664,0.274,0.062,1.602,"H",0.1,0.272,0.628,0.471,"L",0.018,0.164,0.818,0.2,"L"
"S126","s04-08",0,0.012,0.988,0.012,"L",0.16,0.579,0.261,0.899,"M",0.099,0.228,0.673,0.426,"L",0.001,0.032,0.968,0.0329999999999999,"L",0,0.005,0.995,0.00499999999999989,"L",0.292,0.633,0.075,1.217,"M",0,0.015,0.985,0.016,"L",0.019,0.259,0.721,0.298,"L",0.023,0.185,0.793,0.23,"L",0.001,0.062,0.936,0.0649999999999999,"L",0.004,0.092,0.904,0.1,"L"
"S134","s04-09",0.011,0.284,0.704,0.307,"L",0.534,0.4,0.066,1.468,"H",0.134,0.252,0.614,0.52,"L",0.005,0.073,0.922,0.0820000000000001,"L",0.001,0.032,0.967,0.0349999999999999,"L",0.94,0.06,0,1.94,"H",0.02,0.132,0.847,0.173,"L",0.022,0.262,0.716,0.306,"L",0.044,0.238,0.717,0.327,"L",0.04,0.234,0.726,0.315,"L",0.169,0.372,0.458,0.711,"L"
"S125","s04-10",0,0.068,0.932,0.069,"L",0.653,0.326,0.021,1.631,"H",0.106,0.233,0.662,0.444,"L",0.001,0.039,0.959,0.042,"L",0.001,0.031,0.968,0.0329999999999999,"L",0.517,0.459,0.024,1.492,"H",0.001,0.029,0.97,0.0309999999999999,"L",0.02,0.26,0.72,0.3,"L",0.019,0.17,0.811,0.209,"L",0.007,0.127,0.865,0.142,"L",0.005,0.095,0.9,0.105,"L"
"S132","s04-11",0.01,0.264,0.726,0.284,"L",0.522,0.41,0.068,1.454,"H",0.132,0.25,0.619,0.513,"L",0.004,0.07,0.926,0.0780000000000001,"L",0,0.006,0.994,0.00600000000000001,"L",0.972,0.028,0,1.972,"H",0.016,0.116,0.868,0.148,"L",0.094,0.443,0.463,0.631,"L",0.168,0.373,0.459,0.709,"L",0.042,0.234,0.724,0.319,"L",0.045,0.236,0.719,0.327,"L"
"S121","s04-12",0.215,0.643,0.142,1.072,"M",0.928,0.069,0.003,1.924,"H",0.221,0.303,0.476,0.745,"L",0.261,0.397,0.341,0.92,"M",0.006,0.056,0.938,0.0680000000000001,"L",0.977,0.023,0,1.977,"H",0.106,0.32,0.575,0.531,"L",0.311,0.495,0.194,1.118,"M",0.512,0.354,0.134,1.378,"H",0.059,0.216,0.725,0.333,"L",0.055,0.255,0.69,0.364,"L"
"S123","s04-13",0.965,0.035,0,1.965,"H",0.999,0.001,0,1.999,"H",0.305,0.335,0.36,0.946,"L",0.803,0.182,0.015,1.788,"H",0.02,0.141,0.839,0.181,"L",0.999,0.001,0,1.999,"H",0.37,0.452,0.178,1.192,"M",0.508,0.371,0.12,1.388,"H",0.687,0.262,0.051,1.636,"H",0.708,0.236,0.056,1.652,"H",0.611,0.319,0.07,1.54,"H"
"S130","s04-14",0.01,0.261,0.728,0.282,"L",0.521,0.411,0.068,1.452,"H",0.131,0.25,0.619,0.512,"L",0.02,0.146,0.835,0.185,"L",0,0.005,0.995,0.00499999999999989,"L",0.798,0.198,0.004,1.795,"H",0.011,0.098,0.891,0.119,"L",0.088,0.443,0.468,0.62,"L",0.333,0.402,0.266,1.067,"M",0.002,0.063,0.934,0.0680000000000001,"L",0.049,0.245,0.706,0.343,"L"
"S135","s04-15",0.609,0.361,0.03,1.58,"H",0.978,0.021,0.001,1.977,"H",0.27,0.323,0.407,0.863,"L",0.441,0.38,0.179,1.261,"H",0.003,0.053,0.944,0.0589999999999999,"L",0.976,0.024,0,1.976,"H",0.152,0.397,0.45,0.702,"L",0.645,0.311,0.044,1.601,"H",0.222,0.392,0.386,0.835,"M",0.309,0.345,0.347,0.962,"L",0.332,0.4,0.268,1.064,"M"
"S131","s04-16",0.578,0.382,0.04,1.539,"H",0.945,0.05,0.005,1.941,"H",0.266,0.321,0.413,0.853,"L",0.655,0.272,0.072,1.583,"H",0.001,0.022,0.977,0.024,"L",0.959,0.04,0.001,1.958,"H",0.182,0.405,0.413,0.77,"L",0.132,0.438,0.43,0.702,"M",0.056,0.263,0.682,0.374,"L",0.214,0.362,0.423,0.791,"L",0.33,0.397,0.272,1.058,"M"
"S119","s04-17",0.03,0.452,0.519,0.511,"L",0.794,0.194,0.012,1.782,"H",0.159,0.267,0.574,0.584,"L",0.035,0.201,0.763,0.272,"L",0,0.016,0.983,0.0169999999999999,"L",0.818,0.178,0.004,1.814,"H",0.012,0.116,0.873,0.139,"L",0.101,0.442,0.457,0.644,"L",0.006,0.096,0.898,0.107,"L",0.075,0.277,0.648,0.427,"L",0.083,0.302,0.615,0.468,"L"
"S133","s04-18",0.013,0.32,0.667,0.347,"L",0.743,0.242,0.015,1.728,"H",0.139,0.255,0.606,0.533,"L",0.086,0.269,0.645,0.442,"L",0.033,0.16,0.808,0.225,"L",0.854,0.144,0.002,1.852,"H",0.023,0.141,0.835,0.188,"L",0.027,0.264,0.709,0.318,"L",0.625,0.298,0.077,1.548,"H",0.014,0.134,0.852,0.163,"L",0.052,0.251,0.698,0.354,"L"
"S154","s05-01",0.945,0.055,0,1.945,"H",0.998,0.002,0,1.998,"H",0.303,0.335,0.362,0.941,"L",0.796,0.187,0.017,1.779,"H",0.212,0.312,0.476,0.735,"L",0.999,0.001,0,1.999,"H",0.419,0.43,0.151,1.269,"M",0.621,0.29,0.088,1.533,"H",0.877,0.115,0.008,1.869,"H",0.567,0.302,0.132,1.435,"H",0.822,0.163,0.015,1.807,"H"
"S156","s05-02",0.173,0.625,0.202,0.971,"M",0.957,0.042,0.001,1.956,"H",0.21,0.297,0.493,0.717,"L",0.456,0.356,0.188,1.268,"H",0.002,0.036,0.962,0.04,"L",0.941,0.058,0.001,1.941,"H",0.06,0.261,0.68,0.38,"L",0.6,0.348,0.051,1.549,"H",0.337,0.401,0.262,1.076,"M",0.174,0.311,0.516,0.658,"L",0.156,0.366,0.477,0.679,"L"
"S143","s05-03",0.552,0.426,0.022,1.53,"H",0.979,0.02,0.001,1.978,"H",0.266,0.322,0.412,0.853,"L",0.653,0.28,0.067,1.585,"H",0,0.01,0.99,0.01,"L",0.992,0.008,0,1.992,"H",0.088,0.339,0.573,0.515,"L",0.025,0.265,0.71,0.316,"L",0.225,0.393,0.382,0.843,"M",0.066,0.268,0.665,0.401,"L",0.332,0.398,0.27,1.061,"M"
"S152","s05-04",0.68,0.311,0.01,1.67,"H",0.991,0.009,0,1.99,"H",0.279,0.327,0.395,0.884,"L",0.701,0.251,0.048,1.653,"H",0.004,0.04,0.956,0.0489999999999999,"L",0.99,0.01,0,1.99,"H",0.082,0.345,0.573,0.51,"L",0.03,0.268,0.702,0.328,"L",0.544,0.339,0.117,1.427,"H",0.08,0.288,0.632,0.448,"L",0.373,0.397,0.23,1.143,"M"
"S146","s05-05",0.057,0.401,0.542,0.515,"L",0.627,0.322,0.051,1.576,"H",0.158,0.266,0.576,0.582,"L",0.126,0.3,0.574,0.553,"L",0.002,0.022,0.976,0.026,"L",0.914,0.084,0.002,1.913,"H",0.102,0.261,0.637,0.465,"L",0.21,0.425,0.365,0.845,"M",0.128,0.343,0.529,0.599,"L",0.071,0.257,0.672,0.399,"L",0.066,0.248,0.686,0.38,"L"
"S142","s05-06",0.012,0.343,0.645,0.368,"L",0.751,0.235,0.015,1.736,"H",0.142,0.257,0.602,0.54,"L",0.239,0.354,0.408,0.831,"L",0,0.014,0.986,0.014,"L",0.725,0.267,0.009,1.716,"H",0.013,0.113,0.874,0.139,"L",0.092,0.443,0.465,0.627,"L",0.066,0.281,0.652,0.414,"L",0.016,0.149,0.835,0.181,"L",0.014,0.144,0.843,0.171,"L"
"S141","s05-07",0.741,0.247,0.012,1.729,"H",0.988,0.011,0,1.988,"H",0.284,0.328,0.388,0.896,"L",0.497,0.368,0.135,1.362,"H",0.022,0.136,0.842,0.179,"L",0.988,0.012,0,1.988,"H",0.14,0.404,0.455,0.685,"L",0.682,0.279,0.039,1.643,"H",0.544,0.338,0.118,1.426,"H",0.373,0.343,0.284,1.088,"H",0.37,0.403,0.227,1.143,"M"
"S145","s05-08",0.01,0.256,0.734,0.276,"L",0.72,0.263,0.017,1.703,"H",0.131,0.249,0.62,0.51,"L",0.019,0.144,0.837,0.183,"L",0,0.012,0.988,0.0129999999999999,"L",0.239,0.575,0.186,1.053,"M",0.001,0.031,0.968,0.0329999999999999,"L",0.092,0.443,0.465,0.626,"L",0.003,0.072,0.925,0.0780000000000001,"L",0.02,0.171,0.809,0.21,"L",0.015,0.15,0.834,0.181,"L"
"S148","s05-09",0.633,0.349,0.018,1.615,"H",0.983,0.017,0.001,1.982,"H",0.273,0.325,0.402,0.871,"L",0.682,0.261,0.057,1.625,"H",0.196,0.267,0.537,0.66,"L",0.974,0.026,0,1.973,"H",0.255,0.422,0.323,0.932,"M",0.127,0.293,0.581,0.546,"L",0.84,0.146,0.014,1.825,"H",0.201,0.331,0.468,0.733,"L",0.243,0.404,0.353,0.89,"M"
"S144","s05-10",0.979,0.021,0,1.979,"H",0.999,0.001,0,1.999,"H",0.306,0.335,0.358,0.948,"L",0.808,0.179,0.013,1.794,"H",0.176,0.293,0.531,0.646,"L",1,0,0,2,"H",0.678,0.283,0.039,1.639,"H",0.828,0.154,0.017,1.811,"H",0.915,0.082,0.004,1.911,"H",0.846,0.136,0.018,1.829,"H",0.756,0.218,0.026,1.73,"H"
"S140","s05-11",0.016,0.282,0.702,0.314,"L",0.851,0.144,0.005,1.846,"H",0.135,0.252,0.613,0.522,"L",0.049,0.165,0.786,0.263,"L",0.01,0.05,0.94,0.071,"L",0.68,0.297,0.023,1.657,"H",0.027,0.15,0.823,0.204,"L",0.216,0.423,0.362,0.854,"M",0.044,0.223,0.733,0.311,"L",0.071,0.263,0.666,0.405,"L",0.049,0.222,0.728,0.321,"L"
"S151","s05-12",0.075,0.475,0.451,0.624,"M",0.818,0.171,0.01,1.808,"H",0.171,0.274,0.555,0.616,"L",0.331,0.357,0.312,1.018,"M",0.001,0.028,0.97,0.0309999999999999,"L",0.48,0.441,0.078,1.402,"H",0.026,0.169,0.804,0.222,"L",0.095,0.442,0.462,0.633,"L",0.123,0.347,0.53,0.593,"L",0.017,0.145,0.838,0.18,"L",0.085,0.299,0.615,0.47,"L"
"S147","s05-13",0.791,0.201,0.008,1.782,"H",0.979,0.02,0.001,1.978,"H",0.289,0.33,0.382,0.907,"L",0.74,0.224,0.036,1.703,"H",0.002,0.042,0.956,0.046,"L",0.996,0.004,0,1.996,"H",0.217,0.438,0.344,0.873,"M",0.409,0.435,0.156,1.253,"M",0.78,0.193,0.027,1.753,"H",0.428,0.352,0.22,1.207,"H",0.576,0.325,0.099,1.476,"H"
"S149","s05-14",0.134,0.611,0.256,0.878,"M",0.887,0.107,0.006,1.881,"H",0.2,0.292,0.509,0.691,"L",0.208,0.375,0.417,0.791,"L",0.003,0.04,0.958,0.0449999999999999,"L",0.96,0.04,0,1.96,"H",0.067,0.265,0.668,0.398,"L",0.597,0.351,0.052,1.545,"H",0.108,0.33,0.562,0.546,"L",0.165,0.305,0.53,0.634,"L",0.04,0.223,0.737,0.303,"L"
"S155","s05-15",0.018,0.394,0.589,0.429,"L",0.77,0.217,0.014,1.756,"H",0.149,0.261,0.59,0.559,"L",0.029,0.182,0.789,0.24,"L",0,0.012,0.988,0.012,"L",0.743,0.248,0.008,1.735,"H",0.015,0.125,0.86,0.155,"L",0.092,0.443,0.465,0.627,"L",0.072,0.29,0.638,0.433,"L",0.018,0.154,0.828,0.19,"L",0.016,0.154,0.829,0.187,"L"
"S150","s05-16",0.167,0.606,0.228,0.939,"M",0.897,0.097,0.005,1.892,"H",0.206,0.295,0.499,0.707,"L",0.227,0.379,0.395,0.832,"L",0,0.008,0.992,0.00800000000000001,"L",0.886,0.111,0.003,1.884,"H",0.065,0.263,0.672,0.393,"L",0.109,0.441,0.45,0.66,"L",0.343,0.4,0.257,1.087,"M",0.123,0.314,0.562,0.561,"L",0.046,0.235,0.719,0.327,"L"
"S153","s05-17",0.001,0.058,0.941,0.0600000000000001,"L",0.402,0.51,0.087,1.315,"M",0.105,0.232,0.663,0.441,"L",0.007,0.09,0.903,0.104,"L",0.008,0.071,0.921,0.087,"L",0.208,0.649,0.143,1.065,"M",0,0.011,0.988,0.012,"L",0.28,0.514,0.206,1.075,"M",0.233,0.402,0.366,0.867,"M",0.008,0.11,0.883,0.125,"L",0.02,0.184,0.796,0.224,"L"
"S160","s06-01",0.085,0.551,0.364,0.721,"M",0.848,0.143,0.008,1.84,"H",0.182,0.281,0.536,0.646,"L",0.366,0.362,0.271,1.095,"H",0.002,0.028,0.97,0.032,"L",0.972,0.028,0,1.972,"H",0.104,0.288,0.608,0.496,"L",0.298,0.503,0.199,1.099,"M",0.394,0.39,0.216,1.178,"H",0.058,0.225,0.717,0.341,"L",0.22,0.388,0.393,0.827,"L"
"S159","s06-02",0.018,0.411,0.571,0.447,"L",0.608,0.338,0.054,1.554,"H",0.151,0.263,0.586,0.565,"L",0.006,0.093,0.901,0.106,"L",0.013,0.089,0.898,0.114,"L",0.808,0.188,0.004,1.803,"H",0.002,0.052,0.946,0.056,"L",0.104,0.44,0.456,0.648,"L",0.366,0.395,0.239,1.127,"M",0.024,0.158,0.818,0.206,"L",0.015,0.151,0.834,0.182,"L"
"S165","s06-03",0.002,0.073,0.926,0.0760000000000001,"L",0.202,0.553,0.246,0.956,"M",0.107,0.233,0.66,0.446,"L",0.001,0.041,0.958,0.0429999999999999,"L",0,0.011,0.989,0.0109999999999999,"L",0.218,0.645,0.137,1.082,"M",0.001,0.029,0.97,0.0309999999999999,"L",0.272,0.519,0.208,1.064,"M",0.136,0.36,0.504,0.632,"L",0.006,0.108,0.886,0.12,"L",0.022,0.189,0.789,0.233,"L"
"S166","s06-04",0.001,0.062,0.937,0.0629999999999999,"L",0.194,0.557,0.249,0.945,"M",0.105,0.232,0.663,0.442,"L",0.001,0.039,0.96,0.0409999999999999,"L",0,0.005,0.995,0.00499999999999989,"L",0.717,0.276,0.007,1.71,"H",0.003,0.048,0.949,0.0529999999999999,"L",0.088,0.443,0.468,0.62,"L",0.158,0.375,0.467,0.692,"L",0.006,0.117,0.877,0.129,"L",0.004,0.086,0.91,0.0940000000000001,"L"
"S169","s06-05",0,0.08,0.92,0.081,"L",0.657,0.322,0.021,1.636,"H",0.107,0.234,0.659,0.448,"L",0.001,0.041,0.957,0.044,"L",0,0.013,0.987,0.0129999999999999,"L",0.404,0.547,0.05,1.354,"M",0.001,0.029,0.97,0.0309999999999999,"L",0.089,0.443,0.468,0.622,"L",0.11,0.338,0.552,0.558,"L",0.009,0.134,0.857,0.151,"L",0.006,0.1,0.895,0.111,"L"
"S164","s06-06",0.01,0.156,0.834,0.176,"L",0.263,0.514,0.223,1.04,"M",0.118,0.241,0.641,0.478,"L",0.003,0.055,0.942,0.0609999999999999,"L",0.001,0.028,0.97,0.0309999999999999,"L",0.224,0.62,0.156,1.068,"M",0.006,0.073,0.92,0.0860000000000001,"L",0.094,0.443,0.463,0.631,"L",0.006,0.101,0.893,0.113,"L",0.033,0.223,0.744,0.288,"L",0.034,0.215,0.751,0.283,"L"
"S157","s06-07",0,0.024,0.976,0.024,"L",0.383,0.527,0.09,1.292,"M",0.1,0.229,0.671,0.43,"L",0.001,0.033,0.966,0.0349999999999999,"L",0.001,0.027,0.972,0.0289999999999999,"L",0.218,0.669,0.112,1.106,"M",0,0.021,0.979,0.0209999999999999,"L",0.091,0.443,0.466,0.625,"L",0.001,0.05,0.949,0.0529999999999999,"L",0.02,0.204,0.776,0.244,"L",0.017,0.178,0.805,0.212,"L"
"S163","s06-08",0.001,0.067,0.931,0.0700000000000001,"L",0.198,0.555,0.247,0.951,"M",0.106,0.233,0.661,0.444,"L",0.001,0.04,0.959,0.042,"L",0,0.012,0.988,0.012,"L",0.094,0.604,0.303,0.791,"M",0,0.018,0.982,0.0189999999999999,"L",0.089,0.443,0.467,0.622,"L",0.016,0.155,0.829,0.187,"L",0.012,0.157,0.831,0.181,"L",0.008,0.116,0.877,0.131,"L"
"S170","s06-09",0.002,0.144,0.854,0.148,"L",0.451,0.47,0.079,1.371,"M",0.115,0.239,0.646,0.47,"L",0.002,0.051,0.947,0.0549999999999999,"L",0.001,0.028,0.971,0.03,"L",0.778,0.218,0.004,1.774,"H",0.002,0.043,0.955,0.0469999999999999,"L",0.021,0.26,0.719,0.302,"L",0.147,0.364,0.489,0.658,"L",0.017,0.173,0.81,0.207,"L",0.018,0.166,0.816,0.202,"L"
"S167","s06-10",0.003,0.172,0.825,0.178,"L",0.689,0.292,0.019,1.67,"H",0.119,0.242,0.64,0.479,"L",0.003,0.055,0.943,0.0600000000000001,"L",0,0.005,0.995,0.00499999999999989,"L",0.312,0.593,0.095,1.218,"M",0.001,0.028,0.972,0.0289999999999999,"L",0.088,0.443,0.468,0.62,"L",0.032,0.213,0.754,0.278,"L",0.003,0.072,0.925,0.0780000000000001,"L",0.049,0.256,0.695,0.353,"L"
"S161","s06-11",0.086,0.652,0.262,0.825,"M",0.883,0.111,0.006,1.877,"H",0.195,0.29,0.515,0.68,"L",0.063,0.275,0.662,0.401,"L",0.001,0.017,0.983,0.018,"L",0.875,0.122,0.003,1.872,"H",0.014,0.139,0.847,0.167,"L",0.281,0.514,0.205,1.077,"M",0.116,0.346,0.538,0.579,"L",0.011,0.106,0.883,0.128,"L",0.038,0.226,0.737,0.301,"L"
"S168","s06-12",0.002,0.061,0.937,0.0640000000000001,"L",0.194,0.557,0.249,0.945,"M",0.105,0.232,0.663,0.443,"L",0.001,0.039,0.96,0.042,"L",0,0.022,0.978,0.0229999999999999,"L",0.133,0.649,0.218,0.914,"M",0.003,0.055,0.941,0.0620000000000001,"L",0.02,0.26,0.719,0.301,"L",0.005,0.095,0.899,0.106,"L",0.022,0.212,0.767,0.255,"L",0.108,0.356,0.536,0.571,"L"
"S158","s06-13",0.059,0.594,0.347,0.712,"M",0.853,0.139,0.008,1.845,"H",0.182,0.282,0.536,0.646,"L",0.013,0.134,0.854,0.159,"L",0.006,0.054,0.94,0.0649999999999999,"L",0.755,0.233,0.012,1.743,"H",0.012,0.127,0.86,0.152,"L",0.565,0.378,0.057,1.507,"H",0.709,0.245,0.046,1.663,"H",0.026,0.148,0.826,0.2,"L",0.068,0.289,0.643,0.425,"L"
"S171","s06-14",0.004,0.242,0.754,0.25,"L",0.713,0.27,0.017,1.696,"H",0.128,0.247,0.625,0.503,"L",0.003,0.065,0.932,0.071,"L",0,0.013,0.986,0.014,"L",0.572,0.406,0.022,1.55,"H",0.011,0.101,0.888,0.123,"L",0.091,0.443,0.466,0.624,"L",0.012,0.136,0.853,0.159,"L",0.013,0.144,0.843,0.17,"L",0.01,0.128,0.862,0.149,"L"
"S162","s06-15",0,0.002,0.998,0.002,"L",0.154,0.582,0.264,0.89,"M",0.098,0.227,0.675,0.422,"L",0.001,0.03,0.969,0.0309999999999999,"L",0,0.012,0.988,0.012,"L",0.022,0.469,0.509,0.513,"L",0,0.015,0.984,0.016,"L",0.02,0.26,0.721,0.299,"L",0.003,0.068,0.93,0.073,"L",0.01,0.159,0.831,0.179,"L",0.006,0.11,0.884,0.122,"L"
"S179","s07-01",0.13,0.575,0.294,0.836,"M",0.77,0.201,0.029,1.741,"H",0.195,0.288,0.517,0.678,"L",0.073,0.273,0.654,0.419,"L",0,0.012,0.987,0.0129999999999999,"L",0.83,0.164,0.006,1.824,"H",0.016,0.143,0.841,0.175,"L",0.021,0.261,0.719,0.302,"L",0.124,0.343,0.533,0.591,"L",0.008,0.101,0.892,0.116,"L",0.151,0.356,0.493,0.658,"L"
"S182","s07-02",0.006,0.306,0.688,0.318,"L",0.736,0.249,0.016,1.72,"H",0.136,0.253,0.611,0.525,"L",0.004,0.074,0.922,0.083,"L",0.004,0.044,0.952,0.0529999999999999,"L",0.891,0.108,0.001,1.89,"H",0.004,0.061,0.936,0.0680000000000001,"L",0.297,0.504,0.199,1.098,"M",0.307,0.402,0.292,1.015,"M",0.067,0.251,0.682,0.384,"L",0.01,0.123,0.867,0.143,"L"
"S183","s07-03",0.001,0.063,0.935,0.0660000000000001,"L",0.195,0.557,0.248,0.947,"M",0.105,0.233,0.662,0.443,"L",0.001,0.039,0.959,0.042,"L",0.314,0.263,0.423,0.89,"L",0.211,0.655,0.134,1.076,"M",0.02,0.134,0.847,0.173,"L",0.5,0.369,0.131,1.368,"H",0.012,0.137,0.852,0.16,"L",0.269,0.326,0.405,0.864,"L",0.017,0.173,0.81,0.207,"L"
"S187","s07-04",0,0.03,0.969,0.0309999999999999,"L",0.173,0.571,0.257,0.916,"M",0.101,0.23,0.669,0.432,"L",0.001,0.034,0.965,0.036,"L",0.001,0.023,0.977,0.024,"L",0.212,0.665,0.123,1.089,"M",0.023,0.144,0.833,0.19,"L",0.022,0.261,0.717,0.305,"L",0.011,0.131,0.858,0.152,"L",0.067,0.339,0.594,0.472,"L",0.017,0.176,0.807,0.21,"L"
"S184","s07-05",0,0.038,0.962,0.0389999999999999,"L",0.178,0.568,0.255,0.923,"M",0.102,0.23,0.668,0.434,"L",0.001,0.035,0.964,0.0369999999999999,"L",0,0.005,0.995,0.00499999999999989,"L",0.204,0.669,0.127,1.077,"M",0.001,0.023,0.976,0.0249999999999999,"L",0.091,0.443,0.466,0.626,"L",0.002,0.052,0.947,0.0549999999999999,"L",0.038,0.266,0.697,0.341,"L",0.005,0.1,0.894,0.111,"L"
"S178","s07-06",0.017,0.322,0.661,0.356,"L",0.558,0.38,0.062,1.496,"H",0.14,0.255,0.605,0.535,"L",0.005,0.08,0.914,0.091,"L",0,0.014,0.986,0.0149999999999999,"L",0.441,0.495,0.064,1.377,"M",0.004,0.065,0.931,0.073,"L",0.092,0.443,0.465,0.628,"L",0.039,0.231,0.73,0.31,"L",0.019,0.165,0.816,0.203,"L",0.016,0.153,0.83,0.186,"L"
"S186","s07-07",0.002,0.114,0.884,0.118,"L",0.434,0.484,0.082,1.352,"M",0.112,0.237,0.652,0.46,"L",0.002,0.046,0.952,0.05,"L",0,0.013,0.987,0.0129999999999999,"L",0.28,0.62,0.101,1.179,"M",0.001,0.023,0.976,0.024,"L",0.088,0.443,0.468,0.62,"L",0.03,0.206,0.764,0.265,"L",0.002,0.069,0.928,0.0740000000000001,"L",0.041,0.242,0.717,0.324,"L"
"S181","s07-08",0,0,1,0,"L",0.153,0.583,0.264,0.888,"M",0.097,0.227,0.675,0.422,"L",0.001,0.03,0.969,0.0309999999999999,"L",0,0.005,0.995,0.00499999999999989,"L",0.027,0.505,0.467,0.56,"M",0,0.009,0.991,0.0089999999999999,"L",0.087,0.443,0.469,0.618,"L",0.002,0.066,0.931,0.071,"L",0.002,0.076,0.922,0.0800000000000001,"L",0.006,0.109,0.885,0.12,"L"
"S177","s07-09",0,0.003,0.997,0.00299999999999989,"L",0.371,0.536,0.092,1.279,"M",0.098,0.227,0.675,0.423,"L",0.001,0.031,0.969,0.032,"L",0,0.005,0.995,0.00499999999999989,"L",0.144,0.687,0.169,0.976,"M",0.001,0.029,0.971,0.03,"L",0.02,0.259,0.721,0.299,"L",0.004,0.088,0.908,0.097,"L",0.008,0.14,0.852,0.156,"L",0.004,0.097,0.898,0.106,"L"
"S188","s07-10",0,0.003,0.997,0.00299999999999989,"L",0.154,0.582,0.264,0.89,"M",0.098,0.227,0.675,0.423,"L",0.001,0.03,0.969,0.032,"L",0.001,0.028,0.971,0.03,"L",0.02,0.453,0.526,0.494,"L",0.001,0.026,0.974,0.0269999999999999,"L",0.021,0.261,0.718,0.303,"L",0.003,0.068,0.93,0.073,"L",0.044,0.293,0.664,0.38,"L",0.006,0.109,0.885,0.121,"L"
"S180","s07-11",0.002,0.149,0.849,0.153,"L",0.453,0.468,0.079,1.374,"M",0.116,0.24,0.645,0.471,"L",0.002,0.051,0.947,0.056,"L",0.001,0.022,0.977,0.024,"L",0.805,0.191,0.003,1.802,"H",0,0.021,0.978,0.022,"L",0.558,0.384,0.058,1.5,"H",0.152,0.367,0.481,0.671,"L",0.053,0.24,0.708,0.345,"L",0.006,0.099,0.895,0.111,"L"
"S189","s07-12",0,0.004,0.996,0.004,"L",0.155,0.582,0.263,0.891,"M",0.098,0.227,0.675,0.423,"L",0.001,0.031,0.969,0.032,"L",0.001,0.024,0.975,0.026,"L",0.213,0.672,0.115,1.098,"M",0.002,0.042,0.956,0.046,"L",0.092,0.443,0.465,0.627,"L",0.024,0.191,0.784,0.24,"L",0.034,0.258,0.708,0.325,"L",0.004,0.092,0.904,0.1,"L"
"S201","s08-01",0,0.031,0.969,0.0309999999999999,"L",0.828,0.168,0.004,1.824,"H",0.101,0.23,0.669,0.432,"L",0.001,0.034,0.965,0.036,"L",0,0.012,0.988,0.012,"L",0.176,0.674,0.15,1.026,"M",0,0.014,0.986,0.014,"L",0.02,0.26,0.721,0.299,"L",0.011,0.133,0.856,0.155,"L",0.008,0.142,0.85,0.159,"L",0.005,0.101,0.894,0.111,"L"
"S198","s08-02",0,0.012,0.988,0.012,"L",0.161,0.578,0.261,0.899,"M",0.099,0.228,0.673,0.426,"L",0.001,0.032,0.968,0.0329999999999999,"L",0,0.013,0.987,0.0129999999999999,"L",0.257,0.652,0.091,1.166,"M",0.001,0.026,0.973,0.028,"L",0.089,0.443,0.468,0.621,"L",0.024,0.188,0.788,0.236,"L",0.008,0.135,0.858,0.15,"L",0.004,0.093,0.903,0.101,"L"
"S197","s08-03",0,0.002,0.998,0.002,"L",0.154,0.583,0.264,0.89,"M",0.098,0.227,0.675,0.422,"L",0.001,0.03,0.969,0.0309999999999999,"L",0,0.011,0.989,0.0109999999999999,"L",0.163,0.688,0.149,1.015,"M",0.001,0.028,0.971,0.0289999999999999,"L",0.02,0.259,0.721,0.299,"L",0.004,0.086,0.91,0.0940000000000001,"L",0.007,0.139,0.854,0.153,"L",0.004,0.096,0.9,0.104,"L"
